lemma,sense_source,sense_target,semantic_relationship,pos
cégéres," olyan <üzlethelyiség, műhely, es. jármű>, amelynek bejárata fölé v. tetejére az abban űzött mesterség jelvényeként haszn. cégért helyeztek, ill. ilyen üzletet, műhelyt stb. működtető <személy>", Cégérrel (1) ellátott <helyiség>,exact,adjective
cégéres," (súlyos) bűnöket elkövető, hírhedt, rossz hírű <személy v. csoport>"," Rossz híréről közismert, hírhedt <személy>",exact,adjective
cégéres," ilyen személyre jellemző, rá valló, kirívóan erkölcstelen, bűnös <cselekvés, magatartás, tulajdonság stb.>", Ilyen személyre valló,exact,adjective
cella," Kis alapterületű, ablaktalan v. kisméretű ablakkal ellátott, szegényes berendezésű helyiség", Általában zárka.,narrower,noun
cella," <a szerzetesi élet jelképeként is, kolostorban:> szerzetesi szoba"," Szerzetes magános, szűk kolostori szobája",exact,noun
cella," <börtönben, rendőrségen:> letartóztatott, ill. elítélt személy(ek) fogva tartására való, ill. <elmegyógyintézetben:> beteg(ek) elhelyezésére, elkülönítésére szolgáló kisebb zárt helyiség", <Börtönben> rab(ok) zárkája,exact,noun
cella," <tárgy v. építmény belsejében, ill. a földben:> üreg, rekesz"," Vmely tartálynak, készüléknek a környezettől elzárt kis része, rekesze",exact,noun
cicázik," fogócskát játszik, kergetőzik", Cicajátékot (1–2) játszik,narrower,verb
cicázik," pajkosan enyeleg, szerelmi játékként évődik, ill. szerelmeskedik vkivel"," <Férfi nővel v. nő férfival> pajkosan, dévajkodva enyeleg, szerelmeskedik",exact,verb
cicázik," ingerkedik, kötekedik, ill. kellemetlenkedik, packázik vkivel", Játékosan ingerkedve kötődik vkivel,exact,verb
cifra," gazdagon, rendsz. feltűnően, aprólékosan díszített <dolog>"," Gazdagon, pompázóan díszített <tárgy, kül. ruha, eszköz, épület>",broader,adjective
cifra," díszesen, hivalkodóan öltözködő, cifrálkodni szerető <személy>, ill. ilyen személyre jellemző, rá valló"," Túlságosan, ízléstelenül, rikítón díszített, feltűnően tarka <tárgy>",exact,adjective
cifra," a jólét látszatával leplezett nyomorúságos állapot, ill. ilyen állapotot leplező, szépítő, jólétet, gazdagságot sejtető dolog", Cifra nyomorúság: a jólét külszínével leplezett ny.,exact,adjective
cifra," túldíszített v. (feleslegesen) bonyolult <stílus>, ill. ilyen stílusú <szó, megnyilatkozás>"," Keresetten, mesterkélten s feleslegesen ékesített v. bonyolultan, körülményesen fogalmazott kacskaringós <stílus>",broader,adjective
cifra," durva v. különleges szavakat halmozó <átok, káromkodás>"," Furcsa v. durva szavakat kacskaringósan, játékosan halmozó <beszéd>",exact,adjective
cifra," feltűnő, tarka mintázatú <állati szőr, toll, testrész, növényi rész stb.>", Tarka (szőrű) <állat>,broader,adjective
cifra," vmely részén, testtáján jellegzetesen ilyen <állat, növény>"," Cifra sás: a pázsitfűfélék családjába tartozó, tömött, tojásdad bugájú növény; olajtartalmú magja madáreledel (Phalaris).",broader,adjective
cifra," sok színben pompázó, ill. sokféle egyedből, darabból összetevődő, változatos, gazdag", Sokféle színben pompázó s változatosságával szemet gyönyörködtető,exact,adjective
cifra," különböző korú v. fajtájú tenyészállatokból válogatott <gulya, ménes>"," Cifra gulya, ménes: válogatott tenyészállatokból álló g., m.",exact,adjective
cifra," furcsasága, bonyolultsága, váratlansága miatt meghökkentő, különleges <dolog>"," <Érzelmileg színezett beszédben> feje tetejére állított, kifogásolható, nem kívánatosan szabálytalan, furcsasága, bonyolultsága, váratlansága miatt meghökkentő <dolog>",exact,adjective
cifra," <ruhán, használati tárgyon, épületen stb.:> kacskaringós, csavarodó vonal(ak)ból kialakított bonyolult minta, dísz(ítés), ill. <kül. ruházat részeként:> rendsz. ilyen alakú v. mintájú díszítő, ékesítő tárgy, ékszer stb."," Cifra (I. 1) díszítmény ruhán, eszközön, épületen; cifrázat (1)",exact,noun
cifra," kacskaringós vonal, ill. ilyen vonalú ábra, rajz"," Kör v. félkör alakú vonal, díszítmény v. kacskaringó",exact,noun
cifra," ének, zene, tánc rögtönzésszerű díszítő elemecifrázat"," Ének, zene, tánc v. vers rögtönzésszerű díszítőeleme; cifrázat (2)",exact,noun
cifra," bonyolult, kacskaringós szó, kifejezés, stíluselem"," Kacskaringós, feleslegesen bonyolult kifejezés",exact,noun
cifra," kihívóan, hivalkodóan öltözködő, cifrálkodó személy"," Kihívóan, feltűnően öltözködő, cifrálkodó (gyak. rosszhírű) nő",broader,noun
cifra," könnyűvérű, feslett nő"," Kihívóan, feltűnően öltözködő, cifrálkodó (gyak. rosszhírű) nő",narrower,noun
cifra," vminek a nehezebb, bonyolultabb, kínosabb része"," Cifrája: vminek a neheze, bonyolultabb, kínosabb része",exact,noun
cifra," vmely szám, mennyiségi érték, kül. a nulla feltüntetésére haszn. írásjegy, számjegy, ill. annak értéke"," A zérust jelölő számjegy, ill. ennek értéke",broader,noun
cionista," olyan <személy, csoport>, aki v. amely a cionizmus híve, követője"," A cionizmus elvét valló, a cionizmus ügyét szolgáló <személy>",exact,adjective
cionista," a cionizmus felfogását, eszméjét tükröző, azzal v. követőjével kapcs., arra jellemző"," Ilyen személyre jellemző, vele kapcs., tőle származó",narrower,adjective
cionista," a cionizmus elveinek megfelelően működő, ill. a cionizmust támogató <rendszer, társadalom>"," Ilyen személyre jellemző, vele kapcs., tőle származó",narrower,adjective
cionista," a cionizmus híve, követője", Cionista személy,exact,noun
civil," egyenruha v. megkülönböztető öltözet viselésére kötelezett szervezet, alakulat v. társaság kötelékébe nem tartozó <személy>", A hadsereg kötelékébe nem tartozó; polgári,broader,adjective
civil," ilyen személyre jellemző <megnyilvánulás, viselet stb.>"," Civil (főleg I. 1, ritk. 2) személyre jellemző, vele kapcs., általa viselt, gyak. megkülönböztetésül attól, ami katonai; polgári, magán",exact,adjective
civil," egyenruha v. megkülönböztető öltözet viselésére kötelezett szervezet, alakulat v. társaság kötelékébe nem tartozó személy"," Civil (I. 1, 2) ember",narrower,noun
civil," <vmely egyenruhával, megkülönböztető öltözékkel szemben:> polgári öltözet"," Civil (I. 1, 2) ember",narrower,noun
civil," nem katonai minőségben, (katonai szolgálata idején) polgári személyként"," Civilben: a) magánéletben | b) (, ) mint nem hivatásos, mint magánember",narrower,noun
civil," hivatásától, állásától, közéleti szerepvállalásától függetlenül (tekintve), nem hivatalos minőségben, magánemberként"," Civilben: a) magánéletben | b) (, ) mint nem hivatásos, mint magánember",narrower,noun
cucc," vkihez tartozó (és nála levő) tárgyak összessége, ill. ezek közül egy"," Úti v. egyéb holmi, cókmók",broader,noun
csabai," olyan helységgel való vmilyen összefüggésnek, kapcsolatnak mint tulajdonságnak a kif-ére, amelynek neve -csaba utótagra végződik"," Vmelyik Csaba nevű (Békéscsaba, Hejőcsaba, Piliscsaba, Rákoscsaba) helységbe való, onnan származó, ott készülő v. készült csabai kolbász: zsíros sertéshúsból készült, esetleg marhahússal kevert, paprikával és borssal fűszerezett, nyersen is fogyasztható k.",broader,adjective
csabai," eredetileg, ill. a hivatalos követelményeknek megfelelően Békéscsaba (és Gyula) területén belül előállított, sertéshúsból készült, speciális fűszerezésű és füstölésű, paprikás kolbász(fajta)"," Vmelyik Csaba nevű (Békéscsaba, Hejőcsaba, Piliscsaba, Rákoscsaba) helységbe való, onnan származó, ott készülő v. készült csabai kolbász: zsíros sertéshúsból készült, esetleg marhahússal kevert, paprikával és borssal fűszerezett, nyersen is fogyasztható k.",narrower,adjective
csabai, csabai kolbász, Csabai kolbász,exact,noun
csarnok," Tágas, magas, (oszlopokkal tagolt,) rendsz. egyterű fedett épület"," Tágas, magas, levegős, gyak. oszlopos nagy helyiség, amelynek részben v. egészen üvegből van a fala v. a teteje",exact,noun
csarnok," <az ókorban:> oszlopsorokkal tagolt, nyitott v. zárt, minden pontján azonos magasságú mennyezettel ellátott, előadásoknak, gyűléseknek helyet adó épület"," <Az ókorban> oszlopsorokkal tagolt, nyitott v. zárt, egyforma magas mennyezettel ellátott térség; előadásokat, gyűléseket tartottak benne.",exact,noun
csarnok," rendsz. vmely közösségi funkciót betöltő, nyilvános eseménynek helyet adó tágas, egyterű épület"," Tágas, magas, levegős, gyak. oszlopos nagy helyiség, amelynek részben v. egészen üvegből van a fala v. a teteje",narrower,noun
csarnok," nagy pályaudvarnak a vonatok indulását és beérkezését biztosító, (üveggel) fedett térsége, ill. <repülőtéren:> hasonló (funkciójú) épület"," Nagyobb pályaudvarnak rendsz. üveggel fedett része; ide futnak be, és innen indulnak a vonatok",exact,noun
csarnok," élelmiszerek, háztartási eszközök stb. nagy tömegben való árusítására szolgáló tágas épület<syn special=""comma"">vásárcsarnok, ill. kül. zöldség, gyümölcs, hús, virág árusítására való fedett piac", Vásárcsarnok,broader,noun
csarnok," az a helyiség, amelyben a tejet a termelőktől felvásárolják, összegyűjtik és árusítják<syn special=""comma"">tejcsarnok"," Tejcsarnok (1, 1a)",exact,noun
csarnok," az a tágas üzemi helyiség, amelyben munkagépek működnekgépcsarnok"," <Gyárban, üzemben> nagyobb, magas, rendsz. üveges tetejű v. oldalú terem",exact,noun
csarnok," rendsz. díszes, tágas nagyterem"," Magas, díszes nagyterem",exact,noun
csatorna," (szenny)víz elvezetésére v. öntözésre szolgáló, ill. mocsaras területet lecsapoló v. vízszabályozásra való ásott meder, árok (vize)"," Nyílt árok, ásott meder (szenny)víz vezetésére",exact,noun
csatorna," szennyvizet (és esővizet) a földfelszín alatt elvezető(, kiépített medrű) árok(-) v. cső(hálózat), es. annak felszíni szakasza v. építménye, ill. abban levő folyadék", Föld alatt épített csővezeték szennyvíz elvezetésére,exact,noun
csatorna," ilyen hálózatot a föld felszínével összekötő, felül rendsz. ráccsal lezárt akna az esővíz elvezetésére"," Ezt a csővezetéket a föld felszínével összekötő, felül rendsz. ráccsal lezárt akna az esővíz elvezetésére",exact,noun
csatorna," mesterségesen létrehozott, hajózható vízi út folyók, tavak, tengerek között"," Mesterséges, hajózható vízi út folyók, tavak, tengerek között",exact,noun
csatorna," <tengerparti, ill. a tenger közelében fekvő városban:> a tengerrel összefüggő, utcákat helyettesítő vízi utak egyike"," <Tengerparti, ill. a tenger közelében fekvő városban> a tengerrel összefüggő, az utcákat helyettesítő vízi utak egyike",exact,noun
csatorna," vmely épület tetejéről a lefolyó esővizet összegyűjtő és elvezető, ereszcsatornából és ahhoz csatlakozó csőből v. csövekből álló szerkezet, hálózat, ill. ennek vmely eleme"," Esőcsatorna, tetőcsatorna",exact,noun
csatorna," <vmely tárgyon, képződményen stb.:> hosszanti bevágás, vájat kül. nedv, folyadék vezetésére"," <Vmely tárgyon> hosszanti bevágás, vájat, főleg nedv, folyadék vezetésére",exact,noun
csatorna," vminek a(z el)vezetésére, pl. elektromos v. vízvezeték, fűtés, szellőzés számára épített v. mesterségesen kialakított járat, hosszú üreg v. cső(rendszer)"," Szellőzésre v. fűtésre haszn., falba épített hosszú üreg; akna.",broader,noun
csatorna," <ember, állat, ritk. növény szervezetében v. vmely szervében:> vminek a vezetésére való csőszerű járat, vezeték"," <Élőlény szervezetében v. vmely szervében> vminek a vezetésére való járat, vezeték",exact,noun
csatorna," (információhordozó) jeleket vezető, azok átvitelére, továbbítására alkalmas közvetítőrendszer, közeg, pl. frekvenciasáv","  Híradástechnikában a híradást továbbító elektromos energia frekvenciájának terjedelme, ill. az elektromos jelek, információk (3) továbbítására alkalmas vezető rendszer, közeg (pl. vezeték, levegő).",exact,noun
csatorna," szellemi v. gazdasági javak kicserélésének vmely (kialakult) útja, módja, meghatározott formája"," A szellemi v. gazdasági javak kicserélésének vmely kialakult útja, módja",exact,noun
csepegős," rajta v. benne levő, ill. képződött folyadékot cseppekben hullató"," Olyan, ami állapotánál, anyagánál fogva állandóan v. gyakran csepeg. (2)",exact,adjective
csepegős," olyan <időjárás, ill. időszak>, amelyben apró cseppekben, időnként abbamaradva esik az eső"," Csepegős idő: olyan i., amikor apró cseppekben, időnként abbamaradva, majd újra meg újra megindulva hull az eső.",broader,adjective
csesz," mozgás közben vmihez közel kerülve (könnyedén) érint, súrol, horzsol vmit","  Gyors mozgás közben könnyedén súrol, érint",exact,verb
csesz," nemileg egyesül, közösül", Csesz vkit: <férfi> közösül vkivel.,exact,verb
dagadt," kövér, elhízott, ill. nagy testű <ember v. állat>"," Kövér, hájas <személy>",exact,adjective
dagadt," sérülés, betegség stb. miatt rendellenesen megnagyobbodott, megduzzadt <test(rész) v. testtáj>"," <Betegség, ütés v. vérkeringési zavar következtében> feltűnően kidomborodó felszínű, rendellenesen duzzadt <testrész>",exact,adjective
dagadt," (a benne levő anyagtól) domború(an kiemelkedő), ill. gömbölyded <dolog>"," <Széltől, beleszorult levegőtől> domborúvá, öblössé vált <szövött anyag>",broader,adjective
deli," <nyomatékosításként, fokozásként is:> szép, magas, arányos termetű, egyenes tartású(, vitéz, hősies) <személy>, ill. ilyen személyekből álló <csoport>"," Karcsú, magas, arányos, csinos termetű, ruganyos mozgású <fiatal személy>; daliás, délceg",exact,adjective
deli," ilyen személyre jellemző, rá valló, tőle származó <(test)alkat, testrész, tulajdonság, megnyilvánulás stb.>"," Ilyen személyre jellemző, hozzá illő, nyalka, csinos",exact,adjective
deli," szép, pompás v. kiváló, remek, ragyogó <dolog, tulajdonság stb.>"," Pompás, remek; ragyogó",broader,adjective
deli," szép, magas, arányos termetű, egyenes tartású(, vitéz, hősies) férfidalia"," Délceg, daliás ifjú; nyalka (öltözetű) vitéz katona; dalia",exact,noun
deli, hódoltság korabeli török önkéntes lovas katona v. testőr, <A hódoltság korában> török katona,exact,noun
depó," Vmilyen anyag, készlet, tartalék stb. raktározására szolgáló hely, ill. az ott tárolt készlet", Építési v. egyéb ipari anyag(ok) tárolására való raktár.,broader,noun
depó," az a hely v. létesítmény, ahol vmely faanyagot, terményt, kitermelt (meddő) anyagot v. hulladékot, veszélyes anyagot stb. felhalmoznak, ill. az ott tárolt készlet, anyag", Építési v. egyéb ipari anyag(ok) tárolására való raktár.,broader,noun
depó," letét mint jogintézmény, ill. letétbe helyezett értéktárgy, pénzösszeg", Építési v. egyéb ipari anyag(ok) tárolására való raktár.,broader,noun
ebadta," kül. indulatos beszédben: másoknak bajt, kárt v. bosszúságot okozó személyre vonatkoztatva"," Komisz, hitvány <személy>",broader,adjective
ebadta," huncutságokra, csalafintaságokra kész, csibészkedő <gyerek, ill. ilyen gyerekek csoportja>"," Komisz, hitvány <személy>",narrower,adjective
ebadta," alávaló, hitvány, minden rosszra képes ember v. közösség megnevezéseként v. szidalmazó megszólításaként"," <Megszólításként is:> komisz, hitvány ember",narrower,noun
ebadta," huncutságokra, csalafintaságokra kész, csibészkedő gyerek"," <Megszólításként is:> komisz, hitvány ember",narrower,noun
ebadta," bosszúság kif-ére v. szitkozódásként, a mondanivaló nyomatékosítására"," (határozott névelővel v. anélkül, csak ragtalanul v. tárgyraggal) Az ebadta! v. (az) ebadtát! v. ebadtája! v. (az) ebadtáját!: <bosszankodást, elégedetlenséget kifejező enyhébb szitokszó; kb. egyértékű ezekkel:> a kutyafáját!; a teremtésit!",exact,interjection
éget," <jelképes cselekedetként is: tüzet, ill. éghető anyagot> meggyújt, hogy (el)égjen", Vmit meggyújtva tüzel vele,broader,verb
éget, <holtat>hamvaszt," Tűzzel folyamatosan elemészt, megsemmisít vmit v. ritk. vkit",narrower,verb
éget," <eretnekként, boszorkányként> máglyán kivégez"," Tűzzel folyamatosan elemészt, megsemmisít vmit v. ritk. vkit",narrower,verb
éget," <házat, települést> szándékosan felgyújt, ill. (tűzvészt okozva) pusztító szándékkal gyújtogat"," Tűzzel folyamatosan elemészt, megsemmisít vmit v. ritk. vkit",narrower,verb
éget," <arra való anyagot v. eszközt> meggyújtva égni hagy, ill. be- v. felkapcsol(va fűtésre v. világításra használ)"," <Világító eszközt, anyagot> világításra használ",broader,verb
éget," tűzzel v. hevítési eljárással készít, létrehoz vmit"," Vmit tűz segítségével, hevítve készít, folyamatosan létrehoz, ill. ily módon használati cikké alakít",exact,verb
éget," tűzzel, hevítési eljárással vmi mássá v. vmilyenné változtat vmit"," Éget vmit: tűz segítségével vminek a minőségét megváltoztatja, ill. vmivé változtat vmit",exact,verb
éget," <forró dolog, ill. ilyen dologgal vki> süt, perzsel vkit, vmit"," Éget vmit: <forró tárgy, anyag> folyamatosan az égési seb fájdalmához hasonló, sajgó fájdalmat okoz vmely testrészen",exact,verb
éget, <kéményt> lánggal tisztít, <Kéményt> lánggal tisztít,exact,verb
éget," <szemölcsöt, kinövést> izzó műszerrel v. maratással eltávolít"," <Sebet, kinövést tüzesített műszerrel, villannyal v. maró vegyi szerrel> gyógyít, ill. folyamatosan eltávolít",narrower,verb
éget," <jelet, ábrát> bele- v. rányomott izzó eszközzel, sugárral belesüt vmibe, rásüt vmire", Vhova éget vmit: izzó eszköznek vmire v. vmibe való nyomásával létrehoz vmit,exact,verb
éget," <testrészt vele érintkező dolog> csípő, maró v. perzselő érzéssel kínoz"," Éget vmit: <vmely anyag, növény, seb> folyamatosan csípő, maró v. sajgó fájdalmat okoz vkinek a testén v. vmely testrészén",exact,verb
éget," <szem, tekintet, ill. szemével, tekintetével vki> zavarba ejt v. lázba hoz, izgat vkit, ill. ingerel vmit"," <Szem, nézés, tekintet, érzés> szégyenkezésre, ill. pirulásra késztet vkit, vmit",exact,verb
éget," <érzés, érzelem> feszültséget okozva izgalomban tart, ill. vmely cselekvésre sarkall vkit"," <Vmely heves érzés> emészt vkit, vmit",exact,verb
egyívású," (vmilyen szempontból) egyforma, megegyező, azonos (vkivel, vmivel)"," Vkivel azonos származású, azonos rétegbe tartozó, esetleg azonos felfogású <személy>",broader,adjective
egyívású," ugyanannyi idős, ugyanolyan (élet)korú, ill. vkivel azonos (élet)korú <személy>, es. vmivel azonos korú <dolog><syn special=""default"">egyidős<syn special=""comma"">egykorú"," Ugyanabba a korosztályba, nemzedékbe tartozó; kb. ugyanolyan életkorú; egyidős, egykorú",exact,adjective
abrak," (nagy tápértékű) szemes v. egyéb nem szálas takarmány, kül. ló számára"," Általában nem szálas takarmány, ló v. szarvasmarha táplálására",broader,noun
alma, az almafa termése," Az almafának kb. gyermekököl nagyságú, gömbölyded, húsos, leves bélű, apró magvú ehető termése",exact,noun
alma, viszályt kirobbantó ok, vmely viszályt v. nézeteltérést kirobbantó ok,exact,noun
alma," a rózsafélék családjába tartozó, gömbölyded, húsos termésű, nemesített gyümölcsfa (Malus domestica), ill. e fajba tartozó növény; almafa", Almafa,exact,noun
alma," az almafa v. az almáskert teljes termése, hozama"," Az almafa összes termése, hozama",broader,noun
alma," nincs, ill. semmi", <Nyomatékos tagadás kifejezésére:> semmi; nincs,exact,noun
átvisz," <ember, közlekedési eszköz, ill. ember közlekedési eszközön> más(, közeli) helyre visz, szállít vkit, vmit, ill. kísér vkit"," Vmely másik helyre visz vkit, vmit",narrower,verb
átvisz," <helyhez kötődő élőlényt, intézményt> máshova helyez, áttelepít"," Vmely másik helyre visz vkit, vmit",narrower,verb
átvisz, <értéket ellenkező előjellel> az egyenlet másik oldalára helyez át," vmit vmely más helyre ír, v. más csoporthoz számít",narrower,verb
átvisz," más szervezet, párt, intézmény kötelékébe juttat vkit, vmit"," Vmely másik helyre visz vkit, vmit",narrower,verb
átvisz," <közösséget, intézményt>(segítve) más tevékenységre, ill. más körülmények közé juttat, vezet"," közösséget, intézményt közvetlen ráhatással vmely más helyzetbe, más korszakba, más viszonyok közé juttat; vmi felé való fejlődés útján elindít",exact,verb
átvisz," más hatáskörbe v. tulajdonba juttat, ill. örökül hagy vmit"," eléri, okozza v. hagyja, hogy vmi egy későbbi időszakban is meglegyen",exact,verb
átvisz, (egyéb tevékenység folytatása közben) más helyre juttat vmit," Vmely másik helyre visz vkit, vmit",narrower,verb
átvisz," <szél, víz(áramlat)> máshova sodor vmit, vkit"," Vmely másik helyre visz vkit, vmit",narrower,verb
átvisz," <fertőzést, kór(okozó)t>(akaratlanul) másik szervezetbe juttat", vmely fertőzést v. kórokozókat más ember v. állat szervezetébe visz,exact,verb
átvisz," <érzelmet, hangulatot> vki másra átragaszt"," <vmely mozgalmat, hangulatot, jelleget> eddigi helyéről érintkezés útján vmely másik helyre is elvisz és ott meghonosít v. elterjeszt",narrower,verb
átvisz," <erőt, munkát (berendezés segítségével)>(átalakítva) máshova juttat, irányít"," <Erőt, munkát berendezés segítségével> gyak. átalakítva máshova, más helyre juttat, irányít",narrower,verb
átvisz," <energiát, ill. energia segítségével információt> továbbít"," <Erőt, munkát berendezés segítségével> gyak. átalakítva máshova, más helyre juttat, irányít",narrower,verb
átvisz," <elvet, tanítást gyakorlatba> átültet, megvalósít"," vmely elvet, elgondolást, gondolatot a gyakorlatban megvalósítani, érvényesíteni kezd",narrower,verb
átvisz," <vmely gondolatot, elvet, viszonyt> vmi másra kiterjeszt, alkalmaz"," vmely elvet, elgondolást, gondolatot a gyakorlatban megvalósítani, érvényesíteni kezd",narrower,verb
átvisz," <szót, ill. nevet> más tárgy, ill. hely(ség) jelölésére használ(ni kezd)", <Szót vmely más fogalom jelölésére> kezd használni,exact,verb
átvisz," <érzést, érzelmet> más személyre, tárgyra, helyzetre stb. kiterjeszt"," <vmely mozgalmat, hangulatot, jelleget> eddigi helyéről érintkezés útján vmely másik helyre is elvisz és ott meghonosít v. elterjeszt",narrower,verb
átvisz," <írást, ill. szöveg vmely részét> a következő lapon, egységen folytat"," Vmely másik helyre visz vkit, vmit",narrower,verb
átvisz, <időben vmely következő szakaszhoz> számít(va vesz figyelembe) vmit," <tételeket> összegezve vmely másik helyen is feltüntet, vmely másik helyre bevezet",narrower,verb
átvisz," <szót, társalgást> más témára terel, ill. más nyelven folytat"," úgy beszél, hogy a szó vmely más tárgyra terelődjék",exact,verb
átvisz," vmely területen, nyíláson, akadályon stb. áthaladva keresztülvisz vkit v. vmit"," vmely közbeeső téren v. akadályon keresztül annak túlsó szélére v. azon is túl visz vkit, vmit",broader,verb
átvisz," <út, nyílás stb.> vmin keresztül vhova átvezet, visz (vkit, vmit)"," <Út, átjáró> vmely másik helyre visz (II. 8, 8a); átvezet",exact,verb
átvisz," <akadályt, ill. ugrólécet v. az azzal jelzett magasságot> átugrik"," <Ugrólécet, magasságot> átugrik v. át tud ugrani",exact,verb
beárnyékol," árnyékát rávetítve a közvetlen (nap)fénytől eltakar, árnyékba borít vmit"," árnyékot vet vmire, teljesen árnyékba borít vmit",exact,verb
beárnyékol," <rajzot, ill. festményt> sűrű vonalkázással, ill. sötétebb színezéssel térhatásúvá tesz; árnyékol"," <Rajzon vmely részt> párhuzamos, rézsútos vonalakkal sötétebbé v. egészen sötétté tesz",exact,verb
beárnyékol," <gond, bánat stb. vkinek az arcán, megnyilvánulásán, ill. vmely életszakaszán> érzékelhető nyomot hagy, befelhőz vmit"," Körülvesz, övez, keretez vmit",narrower,verb
beárnyékol," <érzékelhető jelenség vmely vele egynemű jelenséget> erőteljesebb hatásával elnyom, háttérbe szorít, kevésbé észlelhetővé tesz"," árnyékot vet vmire, teljesen árnyékba borít vmit",narrower,verb
békés," vmely ország, nép életében olyan <állapot, ill. időszak>, amikor a területén nincs háború"," Harc, viszály, háborúság nélkül végbemenő, ill. a béke megőrzésének szándékát tükröző",narrower,adjective
békés," háború nélküli időszakra, állapotra jellemző, ill. a békét, egyetértést szolgáló <folyamat, esemény, tevékenység stb.>"," A béke céljait szolgáló, a békében szokásos fejlődést lehetővé tevő",narrower,adjective
békés," harc, ellenségeskedés, (fegyveres) erőszak nélkül történő, ill. nem háborús célú <elfoglaltság, tevékenység stb.>"," Harc, viszály, háborúság nélkül végbemenő, ill. a béke megőrzésének szándékát tükröző",narrower,adjective
békés," békét, egyetértést kedvelő és kereső, ártani nem tudó v. akaró, ill. higgadt, nyugodt <személy v. csoport>"," A békét, egyetértést kedvelő, kereső <személy, csoport>; viszályt, ellenségeskedést kerülő; jóindulatú, békeszerető",exact,adjective
békés," ilyen személyre jellemző <tulajdonság, magatartás>, ill. vkinek ilyen voltát v. állapotát tükröző <arc, megnyilvánulás>"," Ilyen személyre jellemző, rá valló <magatartás, megnyilatkozás, tulajdonság>",exact,adjective
békés," zavartalan, háborítatlan, nyugodt <hely, idő(szak), állapot, tevékenység>"," Olyan <állapot, hely, idő, tárgy, dolog>, amelyet v. amelynek nyugalmát semmi sem zavarja; nyugodt, csendes",exact,adjective
bél," pékárunak, es. egyéb sült tésztafélének a keményebb héjtól elkülönülő puha belső része"," Bizonyos, főként sült tésztaféléknek héja v. burkolata alatti puha belső része, belseje",exact,noun
bél," növényi termésnek a héj alatti (húsos) része, belseje"," Növényi termésnek, gyümölcsnek a kéreg v. héj alatti (húsos) része, belseje",exact,noun
bél," a hajtásos növények gyökerének, szárának közepét kitöltő, alapszövetből álló, rendsz. puha rész"," Egyes, főleg fás növények szárának és gyökerének puha, laza szövetű, taplószerű belső része, közepe",exact,noun
bél, a táplálék befogadására és feldolgozására szolgáló szervek összefüggő rendszere; emésztőcsatorna," <Főleg a magasabb rendű élőlényeknél> az emésztőcsatornának a hasüregben levő, a gyomor és a végbélnyílás közti hosszú, csőszerű része, ill. ennek vmely szakasza",broader,noun
bél," <gerincesekben:> ennek a gyomor kimeneti nyílásától a végbélnyílásig tartó része, ill. ennek vmely szakasza"," <Főleg a magasabb rendű élőlényeknél> az emésztőcsatornának a hasüregben levő, a gyomor és a végbélnyílás közti hosszú, csőszerű része, ill. ennek vmely szakasza",exact,noun
bél," <alsóbbrendű állatokban:> a táplálék megemésztésére, a tápanyagok felszívására szolgáló(, szakaszokra nem tagolódó) szerv"," <Főleg a magasabb rendű élőlényeknél> az emésztőcsatornának a hasüregben levő, a gyomor és a végbélnyílás közti hosszú, csőszerű része, ill. ennek vmely szakasza",narrower,noun
bél," leölt patás állatnak, kül. sertésnek, juhnak, marhának a hasüregből kiemelt, megtisztított bélcsatornája v. annak vmely szakasza, ill. ennek műanyag utánzata (mint vmely töltelékes húsáru burkolója)"," A leölt állatnak, kül. disznónak, juhnak, marhának a bele a hasüregből kiemelve és megtisztítva, egészben v. felszabdalva",exact,noun
bél," vmely tárgynak a közepébe, belsejébe (betétként) beillesztett, a külsejétől eltérő anyagú, ill. rendsz. puhább állagú (alkat)része"," Vmely tárgynak, eszköznek egy külső burkolat alatti belső része; közepe, belseje",exact,noun
bél, világítóeszköz kanóca," <Némely világító eszközben> folyékony v. megolvadt éghető anyagot fölszívó, könnyen égő, szálas, rostos fonal v. szövet; kanóc",exact,noun
belga," Németalföld (délnyugati) területén, ill. a mai Belgiumban élő, a flamand és a vallon közösségek alkotta <népesség>"," túlnyomóan Belgiumban élő, részben francia, részben flamand nyelven beszélő nép; Belgium állampolgárai",narrower,adjective
belga," a flamand v. a vallon közösségből való <eredet, származás>, ill. ilyen származású, e népességhez tartozó <személy, csoport>"," túlnyomóan Belgiumban élő, részben francia, részben flamand nyelven beszélő nép; Belgium állampolgárai",narrower,adjective
belga, E népességgel kapcs," A belgákra jellemző, velük v. országukkal kapcs.; e földön termelt v. termő, onnan származó, ill. erről elnevezett",broader,adjective
belga," e népesség által létrehozott, készített, ill. művelt, folytatott v. haszn."," A belgák történeti élete folyamán létrehozott, létrejött, kialakult, szerzett",exact,adjective
belga," e népességre v. tagjaira jellemző, náluk szokásos"," A belgákra jellemző, velük v. országukkal kapcs.; e földön termelt v. termő, onnan származó, ill. erről elnevezett",exact,adjective
belga," e népességgel megeső, történő, ill. e közösség körében zajló, általa megvalósuló"," A belgákra jellemző, velük v. országukkal kapcs.; e földön termelt v. termő, onnan származó, ill. erről elnevezett",narrower,adjective
belga, Németalföld délnyugati területén beszélt flamand <nyelv>," A belgákra jellemző, velük v. országukkal kapcs.; e földön termelt v. termő, onnan származó, ill. erről elnevezett",narrower,adjective
