lemma,pos,sense_source,sense_target,semantic_relationship
peripatetismo ,noun,Doutrina filosófica de Aristóteles. ≈ aristotelismo. ,Filosofia de Aristóteles. ,narrower
peripatetismo ,noun,"Conjunto de doutrinas dos filósofos que, na Antiguidade, pertenceram a escola de Aristóteles.",Filosofia de Aristóteles. ,narrower
peripécia ,noun,"Mudança súbita e inesperada de situação no desenrolar da acção de uma peça de teatro, de uma narrativa. ","Sucesso num poema, numa peça teatral, etc., que muda a face das coisas. ",exact
peripécia ,noun,"Acontecimento inesperado ou situação imprevista, estranha; aventura. ≈ incidente. ",Fam. Sucesso imprevisto; incidente.,exact
périplo ,noun,"Navegação em redor de um mar, de um continente ou das costas marítimas de um país. ",Navegação à volta de um mar ou pelas costas de um país.,exact
périplo ,noun,Relato de uma viagem desse tipo.,Relação de uma viagem desse género. ,exact
peripneumonia ,noun,"Veter. Doença infecto-contagiosa que ataca os bovinos, provocada por uma bactéria que causa lesões na pleura e no pulmão.",Inflamação do pulmão. ,exact
períptero ,noun,Arquit. Templo ou edifício rodeado exteriormente por um conjunto de colunas isoladas.,"Edifício, que em toda a volta tem colunas insoladas. ",exact
periquito ,noun,"Zool. Nome vulgar das aves da família do psitacídeos, semelhantes ao papagaio, mas muito mais pequenas, de cauda comprida, asas pontiagudas e estreitas e plumagem multicolorida. ","Pequena ave, semelhante ao papagaio. ",exact
periquito ,noun,Region. (Tr.-os-M.). Paio.,Prov. trasm. O mesmo que paio. ,exact
períscios ,noun,"Geog. Habitantes das regiões polares, cuja sombra percorre sucessivamente todos os pontos do horizonte num só dia.","Geogr. Habitantes das zonas glaciais, a sombra dos quais, em um só dia, se projecta sucessivamente para todos os lados do horizonte.",exact
periscópico,adjective,Que é relativo a periscópio.,Relativo ao periscópio. ,exact
periscópico,adjective,"Ópt. Que tem uma das faces plana ou côncava e a outra convexa, o que permite aumentar a amplitude do campo visual. ","Med. Diz-se de um vidro, em forma de menisco, empregado em evitar a desigualdade e as confusões da vista. ",related
perissodáctilos ,noun,Zool. 1. Ordem de mamíferos ungulados que assenta no solo número ímpar de dedos.,"Ordem da classe dos mamíferos, que compreende os animais, cujos dedos são em número ímpar, como os tridigitados e os solípedes.",exact
perissologia ,noun,"Retór. Repetição de uma ideia por palavras diferentes. ≈ pleonasmo, redundância.","Ret. Repetição, por diversos termos, de um pensamento já expresso. Espécie de pleonasmo.",exact
peristáltico,adjective,"Fisiol. Que é relativo a contracção do tubo digestivo, nomeadamente do esófago, estomago e intestinos, em movimentos ascendentes e descendentes. ","Med. Diz-se da contracção sucessiva das fibras circulares da túnica musculosa do estômago e do intestino, quando essa contracção se realiza de cima para baixo. ",exact
perístase ,noun,"Retór. Assunto completo de um discurso, com todo os seus pormenores.","Assunto completo de um discurso, com todas as suas minuciosidades. ",exact
peristilo ,noun,Arquit. Colunata que orna a fachada de um edifício ou que o rodeia. ,"Lugar interiormente cercado de colunas, como os claustros dos conventos.",exact
peristilo ,noun,"Aquilo que serve de introdução; aquilo que precede, que antecede um assunto, uma exposição...",Aquilo que serve de introdução; o que antecede. ,exact
perito ,adjective,"Que sabe por experiência, que pela prática adquiriu vastos conhecimentos num determinado assunto; que é especialista numa dada actividade, numa dada matéria. ≈ experiente, sabedor, versado. ≈ inexperiente. ","Experimentado, sabedor.",exact
perito ,adjective,"Que é hábil, destro, sagaz; que tem perícia.",Hábil; douto; prático. ,exact
perito ,noun,"Pessoa que sabe por experiência, que adquiriu vastos conhecimentos em determinado assunto; pessoa que é especialista numa dada actividade. ","Aquele que é sabedor ou prático, em determinados assuntos.",exact
perito ,noun,Dir. Pessoa que refere as suas apreciações sobre factos presentes usando dos conhecimentos específicos que possui sobre determinada área ou do estatuto profissional que lhe é próprio.,"Avaliador, nomeado judicialmente.",related
peritoneu ,noun,"Anat. Membrana serosa que reveste internamente a cavidade abdominal e pélvica e os órgãos nela contidos, a excepção do ovário.","Anat. Membrana serosa, que reveste interiormente o ventre. ",exact
peritónio ,noun,P. Us. Anat. O m. que peritoneu.,(V. peritoneu) ,exact
peritonite ,noun,Med. Inflamação do peritoneu. ,Inflamação do peritoneu. ,exact
perjurar ,verb,Abjurar.,Abjurar,exact
perjurar ,verb,Faltar a promessas feitas. ≈ atraiçoar.,Faltar a promessas juradas. ,exact
perjurar ,verb,"Prestar, uma pessoa que se encontra sob juramento, falsas declarações; cometer perjúrio. ≈ abjurar, jurar falso.",Faltar a promessas juradas. ,exact
perjúrio  ,noun,Acção de perjurar.,Acto de perjurar; juramento falso. ,exact
perjúrio  ,noun,Quebra de juramento. ,Acto de perjurar; juramento falso. ,narrower
perjúrio  ,noun,Juramento falso. ,Acto de perjurar; juramento falso. ,narrower
perjúrio  ,noun,Dir. Crime de falso testemunho em causa civil ou criminal. ,Acto de perjurar; juramento falso. ,narrower
perjuro ,adjective,Que quebra juramento; que abjura.,"Aquele que jura falso, ou que falta à fé jurada. ",related
perjuro ,adjective,Que testemunha de modo falso. ,"Aquele que jura falso, ou que falta à fé jurada. ",related
perjuro ,adjective,Pessoa que quebra um juramento. ,"Aquele que jura falso, ou que falta à fé jurada. ",related
perjuro ,adjective,Pessoa que testemunha de modo falso.,"Aquele que jura falso, ou que falta à fé jurada. ",related
perla ,noun,Desus. Pérola. ,(Forma divergente e antiga de pérola.),exact
perlar ,verb,"Dar ou tomar a forma, a aparência de pérola. ",Dar forma de pérola a; perolizar.,exact
perlar ,verb,Cobrir ou cobrir-se de perlas ou daquilo que se assemelha a perlas.,Tornar como que revestido de pérolas,exact
perlífero,adjective,O m. que perolífero. ostra+ perlífera.,(V. perolífero) ,exact
coração,noun,"Anat. Órgão central do sistema circulatório, localizado no tórax, entre os pulmões, constituído essencialmente por tecido muscular liso, formado por quatro cavidades, nos mamíferos e aves, ou por três, nos répteis e anfíbios, que recebe e bombeia o sangue por meio de movimentos ritmados de dilatação, diástole, e contracção, sístole.","Órgão musculoso, que é o centro da circulação do sangue.",exact
coração,noun,"Órgão considerado como centro da afectividade, dos sentimentos e emoções; a parte emocional por oposição à parte racional.",Complexo de faculdades afectivas: saiu-lhe do coração aquele grito.,exact
coração,noun,"Parte anterior do tórax humano, dentro da qual está esse órgão. ≈ peito.",Peito,related
coração,noun,"Amor, afecto.","Afeição, amor.",exact
coração,noun,"Órgão considerado como fonte de generosidade, de bondade, de compaixão e de outras qualidades.",Generosidade.,related
praia,noun,"Faixa arenosa do litoral marítimo, de fraca inclinação, muito utilizada por banhistas nas zonas de veraneio ou em estâncias de turismo.","Orla de terra, geralmente coberta de areia, confinando com o mar.",exact
praia,noun,"Zona banhada pelo mar; zona balnear. ≈ beira-mar, costa, litoral.",Beiramar.,exact
especializar,verb,"Tornar ou tornar-se especial, distinto, singular. ≈ distinguir, especificar, particularizar.","Tornar especial, particularizar.",exact
especializar,verb,Natureza ou qualidade específica de várias coisas que permite considerá-las como pertencentes a uma mesma categoria. ≈ sorte.,Qualidade.,narrower
especializar,verb,"Essência ou género comum a vários seres que permite considerá-los como elemento da mesma categoria ou detentor de condição idêntica. ≈ casta, condição, género.",Condição.,exact
especializar,verb,"Biol. Conjunto de seres vivos de igual natureza ou essência, que possuem semelhanças ou caracteres comuns e que se reproduzem.",Carácter.,exact
especializar,verb,"Biol. Categoria de animais ou plantas que resulta da subdivisão de um género; nome que sucede o do género, constituindo no conjunto o nome científico de uma planta ou de um animal.",Aparência.,related
especializar,verb,"O que não se consegue definir com clareza, precisão e que se assemelha a outra coisa no aspecto exterior. ≈ simulacro, tipo.",Semelhança externa.,related
especializar,verb,"Jur. Caso ou ponto especial em litígio, que se deve estatuir ou em que se estatuíu.",Caso especial.,exact
especializar,verb,"Géneros alimentícios ou de outra natureza que, convencionalmente, se dão em pagamento.","Géneros alimentícios, que se dão em pagamento.",exact
especializar,verb,Us. pl. Dinheiro; moeda.,Dinheiro.,exact
especializar,verb,Cul. Especiaria usada em culinária.,Subdivisão de certas classificações.,exact
especializar,verb,"Sensação de estranheza ou de surpresa causada por alguém ou alguma coisa. ≈ confusão, impressão.","Fam. Surpresa, intriga: isso faz-me espécie.",exact
especificar,verb,"Descrever com precisão; indicar um a um, cada elemento, factor...com clareza, em pormenor.",Indicar a espécie de.,related
espécime,noun,"Unidade ou parte de um todo ou conjunto. ≈ amostra, exemplar, exemplo.","Modelo, amostra.",exact
espelhento,adjective,"Que reflecte como um espelho; que espelha. ≈ brilhante, cristalino, espelhante.",Polido.,exact
espera,noun,Acto de aguardar por alguém ou por alguma coisa; acto ou efeito de esperar. ≈ expectativa.,Acto de esperar.,exact
espera,noun,"Período, intervalo de tempo que decorre enquanto se aguarda por alguém ou por alguma coisa.",Acto de esperar.,broader
espera,noun,"Dilação de um prazo. ≈ adiantamento, demora.",Adiamento.,related
espera,noun,"Local onde se aguarda alguém, ou alguma coisa.","Lugar, em que se espera.",exact
espera,noun,"Pop. Situação criada com o objectivo de surpreender alguém ou alguma coisa. ≈ cilada, emboscada.",Emboscada.,exact
esperançar,verb,Fazer acreditar ou acreditar que é possível ou provável que algo desejável aconteça ou seja verdade; dar ou ter esperança. ≈ animar.,Dar esperanças a.,exact
