lemma,pos,sense_source,sense_target,semantic_relationship
kilomeeter,noun,pikkuse mõõtühik (lühend km). Ühes kilomeetris on 1000 meetrit,tee pikkuse ühik (= 1000 meetrit),exact
kilone,adjective,üks kilogramm raske,ühe kilogrammi  raskune,exact
kilone,adjective,teatud arv kilogramme raske,teatava arvu kilogrammide raskune,exact
kindel,adjective,"selline, mis püsib (ja ei muutu)","selline, mis püsib ja ei muutu",exact
kindel,adjective,"selline, mis on teada või milles pole põhjust kahelda","selline, mille paikapidavuses, tõepärasuses pole põhjust kahelda",exact
kindel,adjective,"turvaline, ohutu","teatav konkreetne, kellelegi või millelegi omane",narrower
kindel,adjective,konkreetne,"teatav konkreetne, kellelegi või millelegi omane",narrower
kindlustama,verb,kindlustust vormistama,kindlustusasutuselt ootamatute sündmuste puhuks rahalist kaitset hankima,exact
kindlustama,verb,"selliseid tingimusi looma, et miski oleks tagatud","millegi olemasolekuks, tegevuseks vm vajalikke tingimusi täitma, midagi tagama",exact
kindral,noun,teatud kõrge auaste sõjaväes,kindralleitnandile järgnev kõrgeim ohvitseri auaste Eesti jt riikide kaitseväes,exact
kinkima,verb,kingituseks andma,kellelegi tähelepanuavaldusena midagi andma,exact
kinnas,noun,"riideese, mida sa käe otsas kannad","kätt välismõjude eest kaitsev, seda kaunistav või selle steriilsust tagav, hrl randmeni ulatuv riietusese, millel on pöidla (sõrmkindal iga sõrme) jaoks omaette tupjas moodustis",exact
kinni,adverb,"nii, et katab sisse- ja väljapääsu või mingit pinda",suletud seisundisse või suletud seisundis,exact
kinni,adverb,"asutuste kohta: nii, et ei tööta","(asutuse kohta:) mittetöötav(aks), mittetegutsev(aks) (ajutiselt või alatiseks)",exact
kinni,adverb,hõivatud,mingi tegevusega või millegagi hõivatud,exact
kinni,adverb,"nii, et sa hoiad midagi käes või võtad midagi kätte","haarates külge, haardesse või haardes, küljes",exact
kinni,adverb,"olukorras või olukorda, kus liikumine on takistatud või kellegi vabadus piiratud","sellisesse olukorda või sellises olukorras, et liikumine on takistatud või seda ei toimu või kellegi vabadus on piiratud",exact
kinni maksma,verb,(kellegi eest) kogu summat ära maksma,"millegi eest kogu summat, hinda ära tasuma",exact
kinni panema,verb,sulgema,sulgema,exact
kinni panema,verb,välja lülitama,seadet vms välja lülitama,exact
kinni panema,verb,hiljem kasutamiseks tellima,"ette tellima, reserveerima",exact
kinni panema,verb,vangi panema,"vangi panema, vahistama",exact
kinni pidama,verb,"midagi arvestama, järgima","tegutsemises, toimimises midagi arvestama, ettekirjutatust, ettenähtust lähtuma ja vastavaid nõudeid täitma, midagi järgima",exact
kinni pidama,verb,kätte saama ja valve alla võtma,"kontrollimiseks, isiku kindlakstegemiseks peatama (ja politseisse vm toimetama)",exact
kinni püüdma,verb,õhust püüdma,kätte saama või tabama,narrower
kinni püüdma,verb,tabama,kätte saama või tabama,narrower
kinnine,adjective,"selline, mis on kinni või suletud","selline, mis ei ole avatud, kinni olev, suletud",exact
kinnine,adjective,"selline, mis katab midagi tervikuna","väljastpoolt, pealt või ümbert kaetud",exact
kinnine,adjective,laiemale üldsusele suletud,"laiemale üldsusele suletud, üksnes teatud kitsamale ringkonnale määratud",exact
kinnitama,verb,"ütlema või näitama, et miski on tõsi või õige","millegi õigsust, tõelevastavust tunnistama",exact
kinnitama,verb,õigeks või kehtivaks tunnistama,midagi otsustava koguna heaks kiitma või otsusele lõplikku kehtivust andma,exact
kinnitama,verb,millegi külge kinni panema,"(kuhugi, millegi külge) kinni panema, nt köitma, naelutama, kruvima",exact
kinnitus,noun,"asjaolu, avaldus või muu, millega näidatakse, et miski on tõsi või õige","asjaolu, avaldus või muu, millega näidatakse, et miski on tõsi või õige",exact
kinnitus,noun,"kellegi seisukohta väljendavad sõnad, väide","kellegi seisukoha väljendamine, sõnadega tõendamine",exact
kinnitus,noun,"see, millega midagi kuhugi kinnitatakse",millegi külge kinni panemine või millegi küljes kinni olemine,exact
kirg,noun,"tugev tunne millegi suhtes, tavaliselt armastus, aga vahel ka viha",tugev kiindumus millessegi või tahtmine midagi teha,exact
kirg,noun,tugev seksuaalse armastuse tunne,tugev seksuaalne iha,exact
kiri,noun,"ümbrikus paber, millel on tekst peal ja mida saab posti teel saata",interneti või posti teel lähetatav sõnum,narrower
kiri,noun,"meil, elektrooniline kiri",interneti või posti teel lähetatav sõnum,narrower
kiri,noun,tähed teksti kirjutamiseks,"hrl graafiliste märkide süsteem keelelise väljenduse kinnistamiseks ja edastamiseks (nt kiilkiri, piltkiri, hieroglüüfkiri)",exact
kirjalik,adjective,kirjutatud kujul olev,"kirjutatud või trükitud kujul esinev, kirja pandud",exact
kirjand,noun,õpilase kirjutatud lühem tekst mingil kindlal teemal,"mingil teemal kirjutatud lühem töö kirjaliku väljendusoskuse harjutamiseks või selle kontrollimiseks (koolis, kõrgemasse õppeasutusse astumisel)",exact
kirjandus,noun,"kirjutatud teosed, näiteks romaanid, näidendid ja luuletused","kirjutatud ja trükitud sõnaline looming, selle üks liik (nt ilukirjandus)",exact
kirjanik,noun,"inimene, kes kirjutab näiteks romaane või jutte",ilukirjanduslikke teoseid kirjutav inimene,exact
kirjavahemärk,noun,"märk, mida kasutatakse enamasti lausete sees või lõpus. Kirjavahemärgid on näiteks koma (,), punkt (.), hüüumärk (!) ja küsimärk (?)","kirjas tarvitatav märk lausete, lauseosade, sõnade või sõnaosade piiril (nt punkt, koma, koolon, sidekriips)",exact
kirjavahetus,noun,kirja teel suhtlemine,"vastastikune kirjade lähetamine, kirja teel suhtlemine",exact
kirjavahetus,noun,kellegi vahel saadetud kirjad,vastastikku lähetatud kirjad,exact
kirjutama,verb,"mingile pinnale tähti või numbreid tegema, eriti pastaka või pliiatsi abil","tähti, numbreid vm kindla tähendusega märke või nende ridu tegema (hrl paberil)",exact
kirp,noun,"väike putukas, kes toitub loomade või inimeste verest ja suudab kõrgele hüpata","inimeste, loomade ja lindude parasiit, tugevate hüppejalgadeks kujunenud tagajalgadega tiivutu putukas",exact
kirss,noun,"väike ümmargune punast värvi puuvili, millel on kivi sees",kirsipuu väike kerajas (tume)punane vili,exact
kirss,noun,"puu, mille küljes need viljad kasvavad",kirsipuu,exact
kits,noun,"keskmise suurusega loom, keda inimesed kasvatavad, et piima või liha saada",veislaste hulka kuuluv keskmise suurusega sõraline imetaja,exact
kits,noun,metskits,metskits,exact
kitsas,adjective,väikese laiusega,"(ruumi, maa-ala, pikliku asja kohta:) ristsuunas, laiuselt väikese ulatusega",exact
kitsas,adjective,"selline, kus on liiga vähe ruumi","ruumilt, mahutavuselt ebapiisav, hädavaevu kuhugi mahtuv või ulatuv",exact
kiusama,verb,kellelegi meelega midagi ebameeldivat tegema,"oma tegevuse või käitumisega kellelegi sihilikult ebameeldivusi tekitama (nt eemale tõrjudes, pidevalt norides, narrides)",exact
kivi,noun,"väga kõva materjal, mida leidub maa sees ja millest saab ehitada","looduses, maakoores esinev kõva mineraalne aine",exact
kivi,noun,tükk seda materjali,(looduslikku kivi meenutava tehisliku päritoluga ehitusmaterjali kohta),exact
kivi,noun,seeme teatud puuviljade sees,luuviljalise taime seeme koos seda ümbritseva kõva puitunud sisekestaga,exact
kivi,noun,kalliskivi,"vääriskivi, kalliskivi (või selle imitatsioon)",exact
klaas,noun,"kõva materjal, mis laseb valgust läbi",valgust läbilaskev habras tahke materjal,exact
klaas,noun,väike klaasist nõu joomiseks,hrl läbipaistev väike nõu joomiseks,exact
klahv,noun,"üks osadest pilli (näiteks klaveri või oreli) küljes, mida sa vajutad, et heli tekitada","paljude masinate, aparaatide, muusikariistade ümmargune või ruudukujuline detail, millele kasutamisel sõrmega vajutatakse",narrower
klahv,noun,"üks nuppudest arvuti või telefoni klaviatuuril, mida sa vajutad, et selle abil käsku anda","paljude masinate, aparaatide, muusikariistade ümmargune või ruudukujuline detail, millele kasutamisel sõrmega vajutatakse",narrower
klass,noun,"rühm (samas vanuses) õpilasi, kes õpivad koos",rühm (samas vanuses) õpilasi üldhariduslikus koolis,exact
klass,noun,"ruum, kus õpilasi õpetatakse",koolis teatud aine õpetamiseks sisustatud ruum,exact
klass,noun,sarnaste tunnuste alusel moodustatud rühm mingis süsteemis,"sarnaste tunnuste alusel moodustatud rühm, järk või liik mingis süsteemis või liigituses",exact
klassikaline,adjective,klassikasse kuuluv,"püsiva väärtusega, hrl teatava ajastu reeglite järgi loodud kirjanduse, kunsti, muusika vm loomingulise valdkonna tippteoste hulka kuuluv, klassikasse kuuluv",exact
klassikaline,adjective,"tüüpiline, iseloomulik","täiesti tüüpiline, väga levinud või üldiselt tavaks olev",exact
kleepima,verb,"kui sa midagi kuhugi <b>kleebid</b>, siis sa paned selle asja teise asja külge kinni, näiteks liimi abil",liimi vm kleepainega kinnitama,exact
klient,noun,"inimene, kes kasutab teatud ettevõtte või isiku teenuseid","teatud asutuse, ettevõtja või isiku teenuseid kasutav isik",exact
klooster,noun,"koht, kus usklikud inimesed teistest inimestest eraldi elavad ja töötavad","kinnine, välismaailmast eraldatud hoonete kompleks, kus mungad või nunnad elavad kogukonnana (kristlusel, ka mõnel teisel usundil)",exact
klubi,noun,"rühm ühiste huvidega inimesi, kes midagi koos teevad","rühm ühise huviala, elukutse või ühiste vaadetega inimesi",exact
klubi,noun,ööklubi,hilja õhtust hilisööni või varahommikuni töötav lõbustusasutus,exact
kodanik,noun,"inimene, kes kuulub teatud riigi elanikkonda ja kellel on selle riigi seadustes ettenähtud õigused ja kohustused","teatud riigi elanikkonda kuuluv isik, kel on selle riigi põhiseaduses ettenähtud õigused ja kohustused",exact
koduleht,noun,"firma, asutuse või eraisiku põhiliste andmetega lehekülg internetis","firma, asutuse või eraisiku veebileht, kus asuvad põhiandmed ja -lingid",exact
koduloom,noun,"loom, keda inimesed kasvatavad kasu pärast või peavad lemmikloomana","metsloomadest kodustamise tulemusena kujunenud, kasu või ilu pärast kasvatatav loom (nt siga, lammas, kass, ka kodulinnud)",exact
kodumaa,noun,"maa või riik, kust sa pärit oled ja/või mille elanik oled","maa, riik, kust keegi on pärit või kus ta püsivalt elab ja mida omaks peab",exact
kodune,adjective,koduga seotud,"kodus esinev, toimuv, tehtav vms",exact
kodune,adjective,"selline, kes ei käi tööl","selline, kes ei käi tööl",exact
kodutu,adjective,ilma koduta,"ilma koduta, kindla peavarjuta",exact
kodutu,adjective,"inimene, kellel ei ole kodu",ilma koduta inimene,exact
kogelema,verb,"rääkides sõnade esimesi silpe või tähti kordama (nii, et seda ei saa vältida)","kõnetõkestusega, ühel häälikul peatudes või üht silpi korrates rääkima",exact
kogemata,adverb,"ilma et oleks kavatsenud või ette planeerinud, juhuslikult","mittekavatsetult, mittetahtlikult, mitte meelega",exact
kogemus,noun,"teadmine või oskus, mille sa oled mingis tegevuses omandanud","elus, tegevuses kogetu põhjal omandatud teadmine või oskus",narrower
kogemus,noun,mingist sinuga juhtunud sündmusest jäänud tunne,"elus, tegevuses kogetu põhjal omandatud teadmine või oskus",narrower
kogu,noun,"hulk mingeid esemeid, mis on kogutud kindlal eesmärgil",hulk kindla eesmärgiga kogutud ning süstematiseeritud esemeid või ainestikku,exact
kogu,noun,"teos, mis sisaldab kirjutisi ühelt või mitmelt autorilt","iseseisvaid kirjandustooteid, mitmesuguseid ülesandeid, seadustekste vms sisaldav koondteos",exact
kogu,adposition,"tervikuna, algusest lõpuni","näitab, et kõnesolevat eset, kohta, ajavahemikku, isikute rühma või muud käsitletakse täies ulatuses, tervikuna",exact
kogum,noun,"teatud hulk esemeid või nähtusi koos, rühmana","teatud hulk olendeid, esemeid, aineid või nähtusi rühma või tervikuna",exact
koguma,verb,eri kohtadest midagi säilitamiseks kokku tooma,"midagi või kedagi (erinevatest kohtadest, otsides) hrl kasutamiseks või säilitamiseks ühte kohta kokku tooma või koondama",exact
koguma,verb,midagi säästma ja tagavaraks panema,"midagi säästes tagavaraks panema, enda tarbeks varuma",exact
koguma,verb,(kokku) saama,"üheks tervikuks, ühtseks tulemuseks saama",exact
koguni,adverb,"sõna, mida kasutatakse, et tuua esile midagi ootamatut või üllatavat","(tõstab esile järgnevat sõna või lauseosa:) vastupidi ootustele, lisaks kõigele, lausa",exact
kogus,noun,ainete või esemete kohta: hulk,"teatav hulk mingit ainet, materjali vm asja",exact
kohal,adverb,kokku lepitud või ettenähtud paigas,"ettenähtud paigas, sihtkohas",exact
kohal,adverb,"millestki või kellestki ülalpool, kõrgemal","millestki, kellestki ülalpool, sellest kõrgemal",exact
kohalik,adjective,teatud piirkonnast pärit või seal asuv,"teatud paikkonna oma, seal elav, töötav, esinev vms",exact
kohalik,adjective,"inimene, kes on teatud piirkonnast pärit",(seal elavate või töötavate inimeste kohta),exact
kohaselt,adposition,"millestki lähtudes, millegagi kooskõlas, millegi järgi","millegagi kooskõlas, millelegi vastavalt või sobivalt, millestki lähtudes",exact
kohati,adverb,"mitte igal pool, vaid mõnes kohas","(juhuslikult) mõnes kohas, mitte igal pool",exact
kohati,adverb,"aeg-ajalt, mõnikord","aeg-ajalt (ette tulles), mingi aja tagant (kordudes)",exact
kohe,adverb,väga lühikese aja jooksul,"viivitamata, lühikese ajavahemiku jooksul või möödudes",exact
kohe,adverb,kellegi või millegi vahetus läheduses,"millegi või kellegi vahetus läheduses, lähedusse või lähedusest, vahetult",exact
kohev,adjective,"selline, mille osade vahel on õhku ja mis tundub seetõttu suurem või kõrgem","suurte õhuvahedega, poore sisaldav, seetõttu kõrge, mahult suur",exact
koht,noun,"paik, kus keegi või miski on, asub või kus midagi toimub","maa-ala, piirkond üldiselt",exact
koht,noun,"ruumis olev kindel, ettenähtud paik, kus istuda või viibida","kindel ettenähtud iste, istekoht",exact
koht,noun,"millegi (näiteks keha, teksti või ruumi) kitsam piirkond","keha, eseme vms kitsam piirkond",exact
koht,noun,positsioon,"seisund, positsioon, eriti mingis järjestuses",exact
kohta,adposition,"osutab sellele, kellesse või millesse mingi asi puutub","osutab isikule, olukorrale vms, kellesse või millesse miski asi puutub, kellega või millega miski seostub",exact
kohtlema,verb,kellegagi teatud viisil käituma,"kellegi (või millegi) suhtes teatud viisil käituma, teatud viisil ümber käima",exact
kohtunik,noun,"inimene, kes otsustab kohtus, kas ja kuidas kedagi karistada","kohtuasju arutav ja otsustav, õiguse mõistmise pädevusega ametiisik kohtuasutustes",exact
kohtunik,noun,"inimene, kes kontrollib mingil võistlusel, et reeglitest kinni peetaks","spordivõistlust jälgiv ja juhtiv, vastava ettevalmistusega isik",exact
kohus,noun,"see, et sa pead midagi tegema, kuna see on sinu ülesanne või sul on selleks moraalne vajadus","sisemine, moraalne vajadus mingit kohustust täita",exact
kohus,noun,"riiklik asutus, kus kohtunikud otsustavad, kas keegi on süüdi või mitte","kohtuasju läbivaatav ja lahendav, kohtuvõimu teostav riigiasutus",exact
kohus,noun,"protsess, mille käigus kohtus otsustatakse, kas keegi on süüdi või mitte","kohtuprotsess, kohtupidamine",exact
kohustama,verb,"sundima, kohustuslikuks tegema","kellelegi midagi kohustuseks, ülesandeks tegema",exact
kohustus,noun,"ülesanne või töö, mida sa pead tegema, kuna see on sulle teha määratud või sa tunned nii","ülesanne või toiming, mille keegi peab sooritama kellegi korraldusel või enda sisetunde sunnil",exact
kohustuslik,adjective,"selline, mida peab kindlasti tegema","tingimata, alati tarvilik või ettenähtud, rangelt, kohustusena esinev või toimiv",exact
kohutav,adjective,hirmu tekitav,"suurt hirmu, kartust, õudu tekitav",exact
kohutav,adjective,määralt väga suur,"väljendab millegi intensiivsust, suurt määra või ulatust",exact
kohv,noun,"pruun pulber, mis on saadud teatud puu seemnetest ja millest saab jooki teha",kohvioad,related
kohv,noun,"energiat andev pruun jook, mis on tehtud sellest pulbrist ja kuumast veest",kohviubadest valmistatud jook,exact
kohver,noun,"kõvade sirgete külgedega kott, millega saab asju reisile kaasa võtta",käepideme ning kaanega varustatud nahast või muust materjalist kastilaadne kott asjade kaasavõtmiseks (nt reisile),exact
kokku,adverb,osutab arvude summale või tervikut moodustavale hulgale,"üheks tervikuks, ühtseks tulemuseks",exact
kokku,adverb,ühte kohta,"ühte kohta, (ühte) kogumisse, hunnikusse",exact
kokku,adverb,"sellisesse olekusse, et on väiksem ja võtab vähem ruumi","koomale, vähem ruumi võtvaks",exact
kokku,adverb,teineteise vastu,teineteise vastu või päris lähedale,exact
kokku hoidma,verb,kulutusi vähendama,"säästlikult kasutama, säästma, (edaspidiseks) säilitama",exact
kokku hoidma,verb,"üksteisest hoolima, üksteist toetama ja aitama","ühel meelel olema, üksteise poole hoidma",exact
kokku pakkima,verb,kuskilt lahkudes asju näiteks kohvrisse või seljakotti panema,"esemeid, asju kaasavõtmiseks kokku otsima ja kuskile mahutama või pakkematerjalisse panema",exact
kokku puutuma,verb,"kohtuma, suhtlema",kellegagi või millegagi kohtuma,narrower
kokku puutuma,verb,"kogema, märkama",kellegagi või millegagi kohtuma,narrower
kokku saama,verb,"kohtuma (tavaliselt nii, et see on varem kokku lepitud)",kellegagi kohtuma,exact
kokku võtma,verb,"kokkuvõtet tegema, midagi lühidalt esitama","midagi lühidalt, ainult kõige tähtsamat mainides esitama",exact
kokkupõrge,noun,"olukord, kus mingi liikuv objekt läheb hooga mingi teise liikuva objekti vastu",suure kiirusega üksteise vastu paiskumine,exact
kokkupõrge,noun,kaklus,"vastasseisust lahvatanud võitlus, lahing",exact
kokkuvõte,noun,"millegi esitus lühidalt, nii et välja tuuakse kõige tähtsam","millegi lühike, ainult kõige tähtsamat sisaldav esitus",exact
kole,adjective,"ebameeldiv vaadata, inetu","ilma iluta, esteetiliselt ebameeldiv (silmale või kõrvale)",exact
kole,adjective,"hirmus, väga ebameeldiv","väga ebameeldiv, vastumeelsust äratav",broader
kole,adjective,"hirmus, väga ebameeldiv","hirmu ja õudust tekitav, kohkuma panev, hirmuäratav",broader
kolju,noun,"inimese või looma pea kõva, luudest koosnev osa",pea luustik (inimesel ja loomadel),exact
kollane,adjective,"sidruni, võilille ja päikese värvi","võililleõie, sidruni, õlgede värvi, spektris rohelise ja oranži vahel",exact
kollane,adjective,"selline, mille peamine eesmärk on olla põnev, kerge sisuga","(hrl ajakirjanduse kohta:) põnevust, sensatsiooni taotlev, meelelahutusele keskenduv",exact
kolmapäev,noun,nädala 3. päev,"nädala 3. päev, teisipäevale järgnev ja neljapäevale eelnev päev",exact
kolmas,ordinal numeral,mingis järjekorras 3. kohal,(järgarv:) järjestuses või järjekorras 3.,exact
kolmekordne,adjective,"selline, mis koosneb kolmest (ühesugusest) kihist või osast","kolmest (ühesugusest) osast, kihist vms koosnev",exact
kolmekordne,adjective,millestki kolm korda suurem,"mingi (endise) taseme, arvuga võrreldes kolm korda suurem või rohkem",exact
kolmekordne,adjective,kolmel korral mingi võistluse võitnud,"kolmel korral, kolmes järgus või kolmel eri viisil toimuv või esinev",exact
kolmetoaline,adjective,"kolme toaga, kolmest toast koosnev","kolme toaga, kolmest toast koosnev",exact
kolmsada,numeral,300,põhiarv 300,exact
kolmteist,numeral,13,põhiarv 13,exact
kolmveerand,numeral,kolm neljandikku (3/4),murdarv kolm neljandikku: 3/4,exact
komme,noun,"see, kuidas teatud paiga või ühiskonna inimesed käituvad või midagi teevad","teatud paikkonnale, ajastule, ühiskonnale või kitsamale inimrühmale omane (eelnevalt põlvedelt päritud) käitumisviis, mingi sündmusega seotud harjumuspärane toiming",exact
komme,noun,"see, kuidas keegi on harjunud mingis olukorras käituma",kellegi harjumuspärane viis teatud moel toimida või käituda,exact
kompanii,noun,"mitme ettevõtja ühine ettevõte, näiteks tööstuses","hrl tootmises, tööstuses tegutsev (ühis)ettevõte",exact
kompanii,noun,teatud väiksem üksus sõjaväes,"pataljonist väiksem sõjaväeline  väeüksus, mis koosneb rühmadest",exact
kongress,noun,"erakonna, organisatsiooni või mingi eriala esindajate suur koosolek","partei, seltsi vm organisatsiooni, ka mingi eriala esindajate suur, sageli rahvusvaheline nõupidamine",exact
kongress,noun,"rühm inimesi mõnes riigis (näiteks USA-s), kes on valitud seadusi looma",kõrgeim rahvaesinduslik riigivõimuorgan mõnes riigis (nt USA-s),exact
konkreetne,adjective,"täpne, selgete piiridega","selgepiiriline, täpse(ma)lt piiritletud",exact
konkurss,noun,"võistlus mingi töökoha, auhinna, rahalise toetuse või muu sellise saamiseks","võistlus parima selgitamiseks kunstis, teaduses, ettevõtluses vm valdkonnas",exact
konn,noun,"väike roheline loom, kes elab vees ja vee ääres","vees ja vee ääres elav, hüppamiseks kohanenud pikkade tagajalgadega (väike) loom",exact
konserv,noun,"toiduaine, mis säilib kaua ja on pakendis, kuhu õhk ligi ei pääse","steriliseeritud toiduaine õhukindlalt suletud pakendis (plekk-karbis, klaas- või plastnõus)",exact
kontekst,noun,sõna või lause ümber olev tekst,sõna vm keelelise üksuse verbaalne ümbrus,exact
kontekst,noun,"ühendus, seos","objekti seosed keskkonnaga, millegi ümbrus, taust",exact
konto,noun,"teenus, mille kaudu inimene või firma saab hoida pangas oma raha ja teha sellega toiminguid","pangakonto arvelduste vm tehingute tegemiseks (nt arvelduskonto, hoiuarve)",exact
kontrollima,verb,"kindlaks tegema, kas miski vastab nõuetele, on nii, nagu peab olema","midagi üle vaatama, et kindlaks teha, kas miski on sobivas, soovitud seisus, kas see kehtib, vastab nõuetele vms",exact
konts,noun,"osa jalanõu all, millele kand toetub",tugiosa jalatsi kanna all,exact
kontsert,noun,muusika avalik esitamine,"helitööde (mõnikord ka muusikaliste estraadipalade, tantsude vm) avalik esitamine",exact
konverents,noun,"suur üritus, kus sama ala spetsialistid kogunevad, et ühistel teemadel arutada","teatava ala asjatundjate kogunemine, kus peetakse teaduslikke ettekandeid, toimuvad tööpajad, diskussioonid, esitlused vms",exact
koobas,noun,looduslik suur auk mäe sees,"looduslik suur õõnsus, käik või nende kogum maakoore pindmises osas",exact
koolitus,noun,"tavaliselt lühike kursus, kust saab mingeid uusi teadmisi või oskusi","kavandatud süsteemne õpe, mille käigus antakse edasi kindlaid oskusi, teadmisi ja infot ning kujundatakse hoiakuid ja suhtumisi (hrl lühike kursus või täiendõpe)",exact
koolitus,noun,"väljaõpe, erialane ettevalmistus","õppimisega omandatud haridus, erialased teadmised või oskused",exact
koolivend,noun,"meessoost õpilane, kes käib sinuga samas koolis",meessoost kaasõpilane või samas koolis õppinu,exact
kooliõde,noun,"naissoost õpilane, kes käib sinuga samas koolis",naissoost kaasõpilane või samas koolis õppinu,exact
koondama,verb,"kedagi töölt vabastama, sest tema töökoht kaotatakse","töö-, ametikohtade arvu vähendama ning neil töötanud inimesi sellega seoses töölt vabastama",exact
koor,noun,kõva kiht puu tüve ja okste peal,millegi kõvem ja õhem pealmine kiht või kaitsev kest,narrower
koor,noun,kiht puuviljade ja köögiviljade peal või pähkli ja muna ümber,millegi kõvem ja õhem pealmine kiht või kaitsev kest,narrower
koor,noun,"paks ja rasvane kiht, mis kerkib piima seismisel selle pinnale",piima seismisel selle pinnale kerkiv rasvarikas kiht,exact
koor,noun,"rühm inimesi, kes koos laulavad ja esinemas käivad",hrl koorimuusikat esitav rühm lauljaid,exact
koormus,noun,"see, kui palju tööd tehakse","inimese, asutuse, süsteemi vms töösse rakendatuse määr, tema kohustuste, ülesannete kogusumma",exact
koos,adverb,"kellegi seltskonnas, ühes grupis","ühes (kellegagi või millegagi), (kellegagi) üheskoos, (kellegi) seltsis",exact
koos,adverb,ühes kohas,"ühte kohta, üheks rühmaks koondatult või koondunult, ühe rühmana",exact
koosnema,verb,teatud aineid või osi sisaldama,"millestki või kellestki moodustuma, teatud osadest koos seisma, midagi sisaldama",narrower
koosnema,verb,mitmest liikmest loodud olema,"millestki või kellestki moodustuma, teatud osadest koos seisma, midagi sisaldama",narrower
koosseis,noun,"inimesed, kellest koosneb näiteks mingi organisatsioon või asutus","isikud, kellest koosneb mingi kollektiiv, asutus, organ, organisatsioon vms",exact
koosseis,noun,"mingi suurem üksus, kuhu miski kuulub","teatud kogum, kuhu miski halduslikult või muus suhtes kuulub",exact
kopeerima,verb,"ühest asjast teist, täpselt samasugust tegema, tavaliselt arvutis või mingi seadme abil",originaali järgi koopiat tegema,exact
kopeerima,verb,midagi samamoodi tegema nagu keegi teine,"midagi või kedagi eeskujuna järele aimama, (umbkaudu) kujutama",exact
koputama,verb,nõrga jõuga korduvalt millegi vastu lööma,hrl kuuldavate löökidega korduvalt kergelt lööma,exact
kord,noun,"normid, mis on kehtestatud seaduste või eeskirjadega","õiguslikud ja sotsiaalsed normid, mis on kehtestatud seaduste, eeskirjade või tavadega",exact
kord,noun,normaalseks eluks ja tööks vajalik olukord,teatavatele nõudmistele või ootustele vastav seisund,exact
kord,noun,ühiskondliku või riikliku korralduse süsteem,"ühiskondliku, riikliku korralduse, riigivalitsemise süsteem",exact
kord,noun,märgib mingi üksiku (korduva) sündmuse või tegevuse toimumise aega,märgib mingi üksiku sündmuse või tegevuse toimumise aega,exact
kord,noun,"see, kui mingi järjekord kellenigi jõuab","aeg, millal kellelgi on õigus, võimalus või kohustus midagi teha, saada vm",exact
kord,noun,"sõna <b>korda</b> koos arvsõnadega näitab, kui palju on miski suurem või väiksem",korrutamise tehtemärkide (nt x) sõnaline väljend,exact
kord,noun,"millalgi minevikus, kunagi","mingil ebamäärasel, täpselt määratlemata ajal, millalgi minevikus või tulevikus",narrower
kord,noun,millalgi tulevikus,"mingil ebamäärasel, täpselt määratlemata ajal, millalgi minevikus või tulevikus",narrower
kord,noun,"näitab, et olukorrad vahetuvad","mõnikord, vahel",exact
kordama,verb,midagi uuesti või korduvalt ütlema või sooritama,"uuesti, teist korda või korduvalt midagi tegema, lausuma või esile tooma (nt sõnu, enda või teiste arvamusi)",exact
korduvalt,adverb,"mitte üks, vaid rohkem kordi","mitte üks, vaid rohkem kordi, üha uuesti",exact
koridor,noun,"pikk kitsas ruum maja sees, kust lähevad uksed tubadesse","tubade rea ees või kahe rea vahel olev pikk kitsas ruum, kust lähevad uksed tubadesse",exact
koristama,verb,"mingit kohta puhastama, korda tegema","midagi prahist, mustusest vm üleliigsest puhastama",exact
korjama,verb,"võtma näiteks seeni, lilli või marju enda kätte sealt, kus nad kasvavad",kusagilt midagi (ära või üles) võtma,exact
korjama,verb,"koguma, eriti raha või allkirju","(säästes, kokku hoides) tagavaraks või mingiks muuks eesmärgiks koguma",exact
kork,noun,"ese, mis sulgeb pudeli või muu nõu nii, et vedelik välja ei voola","pudeli, harvemini muu (kaelaga) nõu või ava sulgemisvahend",exact
korpus,noun,"masina või seadme peal olev kõva kate, mille eesmärk on seda kaitsta (ja ilusamaks teha)",masinat või seadet kaitsev (või kaunistav) kõva kate,exact
korpus,noun,"hoone, mis kuulub mingisse suuremasse hoonete rühma",mingisse hoonerühma kuuluv üksikhoone,exact
korpus,noun,kirjaliku või suulise teksti elektrooniline kogu,kirjalikest või suulistest tekstidest koosnev elektrooniline andmekogu keeleteaduses,exact
korraga,adverb,ühel ja samal ajal,ühel ja samal ajal,exact
korraga,adverb,"nii, et ei teki pausi, ühe korraga",(järjest) ühe hooga,exact
korraldus,noun,"käsk, nõue","mingi ülesande täitmisele suunav ettekirjutus (nt käsk, nõue)",exact
korraldus,noun,milleski valitsev üldine kord või süsteem,milleski valitsev üldine kord või süsteem,exact
korralik,adjective,"selline, kes täidab oma ülesandeid hästi ja nii, nagu vaja","mingeid nõudeid, ülesandeid täpselt järgiv, neid hästi täitev või neile hästi vastav, (ettenähtud) omadustelt või tulemuselt laitmatu",exact
korralik,adjective,hea,"millegi poolest (väga) hea, kõrgelt hinnatav (nt suur, tubli, kõva)",exact
korrektne,adjective,"nõuetele vastav, korralik","(välimuse, oleku kohta:) igati viisakas, avalikus kohas sobiv",broader
